id,text,intent,expected_action,notes,human_intent,human_action,status,suggested_human_intent,suggested_human_action,review_note
2120206,@115858 @AppleSupport Depuis que j’ai quitté l’IOS 10 pour la 11 je peux à peine me servir de mon téléphone! 😡 IOS 11.1 c’est de la 💩 aussi!,software_update_issue,AUTO_HANDLE,Needs Human Review,,,pending,software_update_issue,AUTO_HANDLE,AI suggestion only — manually verify and approve.
1841298,I am so disappointed in the new iOS. My camera and Siri doesn’t work at all anymore. And my screen is unresponsive. Thanks @AppleSupport 😐,hardware_device_issue,ESCALATE,Needs Human Review,,,pending,hardware_device_issue,ESCALATE,AI suggestion only — manually verify and approve.
1907016,@AppleSupport hi.Trashing messages on Apple Watch Nike but still appears on iPhone 7. 😕🤔,keyboard_autocorrect_bug,ESCALATE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
1519164,@AppleSupport hey what going on with this - I️ - supposed to be an vowel after e,other_complaint,ESCALATE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
888087,"@AppleSupport Nowhere, it just stays on lock screen",hardware_device_issue,ESCALATE,Needs Human Review,,,pending,hardware_device_issue,ESCALATE,AI suggestion only — manually verify and approve.
2940396,"@AppleSupport thanks. the blue line at the top of the messages window starts progressing on my MacBook Pro when I hit return but then it hangs near the end. after some time it says ""not delivered"". I've tried logging in &amp; out of messages &amp; restarting computer.",keyboard_autocorrect_bug,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
40560,Hey @AppleSupport why can’t I download podcasts from @1922 ? New update is terrible https://t.co/AWxHdxT0Q2,software_update_issue,AUTO_HANDLE,Needs Human Review,,,pending,software_update_issue,AUTO_HANDLE,AI suggestion only — manually verify and approve.
2025772,@AppleSupport is there an update coming soon to fix the question mark box? It’s so annoying. And my WiFi turning on by itself also.,software_update_issue,AUTO_HANDLE,Needs Human Review,,,pending,connectivity_issue,ESCALATE,AI suggestion only — manually verify and approve.
289089,@AppleSupport @115858 You really need to fix this issue real quick.,other_complaint,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
1419639,@AppleSupport why do i need Inbox in font 15 in mail inbox in ios11.1? i lose 2 out of 8 emails #ios11.1problems,keyboard_autocorrect_bug,ESCALATE,Needs Human Review,,,pending,software_update_issue,AUTO_HANDLE,AI suggestion only — manually verify and approve.
2500892,"@AppleSupport My Daughter has an iPhone 6S which she updated and now can't use the front camera and the battery lasts an hour from full, what can she do. #gladigotridofmyiphone",software_update_issue,ESCALATE,Needs Human Review,,,pending,battery_issue,AUTO_HANDLE,AI suggestion only — manually verify and approve.
817660,"@AppleSupport Yeah, was perfect on my home WiFi yesterday and this morning but won’t let me sign in to iCloud now I have signed out to see if that fixed",keyboard_autocorrect_bug,AUTO_HANDLE,Needs Human Review,,,pending,apple_id_icloud_issue,ESCALATE,AI suggestion only — manually verify and approve.
549576,@AppleSupport Nothing seems to improve it but please can you tell me what is the point in having a smart phone &amp; smart watch if you then switch off notifications? This is on a 2 day old iPhone 8+ #iphone #AppleWatch,other_complaint,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
171771,"Shout to @115858  @AppleSupport High Sierra Update for messing up my macbooks wifi, loving your updates recently.",software_update_issue,AUTO_HANDLE,Needs Human Review,,,pending,connectivity_issue,ESCALATE,AI suggestion only — manually verify and approve.
1673568,@AppleSupport I️ did that and it’s still not fixing it unless I️ text someone. All internet site and messengers change it to the weird thing,other_complaint,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
1556343,I️ just typed a whole paragraph and my phone deleted it.... @115858 is really pissing me off lately 🙂,other_complaint,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
1774221,How has @115858 still not fix this &gt; I️,other_complaint,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
816085,"@115858 #macbookpro 13 2017 nTB .. has only 1 fan and overheats

glue fails in clamshell

@AppleSupport not helping

https://t.co/TyBJYhzsGM https://t.co/Fw7J5Z4hXW",other_complaint,ESCALATE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
2147721,@AppleSupport When will I be able to type 'I' or 'i' on my phone?,keyboard_autocorrect_bug,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
2949534,"I thought I was going to escape this epidemic, but my iPhone decided to suck and now whenever I type in “it” I get I.T 🙄. @115858 fix this haha",keyboard_autocorrect_bug,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
2307533,@AppleSupport iOS 11.1.1,software_update_issue,ESCALATE,Needs Human Review,,,pending,software_update_issue,AUTO_HANDLE,AI suggestion only — manually verify and approve.
978359,Can’t turn off speakerphone after iOS11 update. This is a joke right? @115858,software_update_issue,AUTO_HANDLE,Needs Human Review,,,pending,software_update_issue,AUTO_HANDLE,AI suggestion only — manually verify and approve.
2286418,@AppleSupport just the ‘! ?’,other_complaint,ESCALATE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
414945,"#IOS11 @AppleSupport #apple your new update sucks !!! Everything about it, fix it, phone is so slow, many mistakes, auto correct in french👎🏻",software_update_issue,ESCALATE,Needs Human Review,,,pending,keyboard_autocorrect_bug,AUTO_HANDLE,AI suggestion only — manually verify and approve.
2343644,@AppleSupport Just doesn’t pick up my fingers in the right spot.... my Samsung works fine though and it was half the price 🤷🏻‍♂️,other_complaint,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
2295347,"@115858 @AppleSupport help!! My AppleTV is stuck on ethernet mode and I cannot switch it to Wi-Fi. I tried resetting it, restarting it, and praying. Please help!! I no longer have Ethernet",keyboard_autocorrect_bug,AUTO_HANDLE,Needs Human Review,,,pending,connectivity_issue,ESCALATE,AI suggestion only — manually verify and approve.
2633380,So out of nowhere my contacts were deleted. @AppleSupport EXPLAIN THIS,other_complaint,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
855645,@AppleSupport after update iphone automatically turns on wifi? everytime i turn on/return from airplane mode WHICH I NEVER WANT. PLEASE FIX,software_update_issue,AUTO_HANDLE,Needs Human Review,,,pending,connectivity_issue,ESCALATE,AI suggestion only — manually verify and approve.
2138231,"@AppleSupport Yes, they are being mirrored",other_complaint,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
1906807,My phone has already died 21% and I’ve only been awake for an hour... stop fucking with me @115858,other_complaint,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
181442,@AppleSupport  how long is it going to take for my backup to complete on my iPhone X !? It’s been hours and my pictures still haven’t been added into my picture app yet 😰,other_complaint,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
2013185,@AppleSupport @115858... can you explain why I’m still seeing boxes when I already updated my phone.??,software_update_issue,AUTO_HANDLE,Needs Human Review,,,pending,software_update_issue,AUTO_HANDLE,AI suggestion only — manually verify and approve.
2947152,I tested the rumored ”root”-login bug in macOS High Sierra. It works. This is both funny and really bad :/ @AppleSupport #apple #Mac,other_complaint,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
746884,"This update got my phone dying in 2 hours from just listening to music, 🖕🏾@115858",software_update_issue,ESCALATE,Needs Human Review,,,pending,software_update_issue,AUTO_HANDLE,AI suggestion only — manually verify and approve.
1175555,"@AppleSupport Hi, my Macbook wont turn on",other_complaint,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
1895684,@AppleSupport somehow my music just deleted https://t.co/WYSwt7G1LN,app_feature_issue,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
804882,@AppleSupport after #ios1103 update my phone continue to stay in mute mode. Please help me. @116333 @115858,software_update_issue,AUTO_HANDLE,Needs Human Review,,,pending,software_update_issue,AUTO_HANDLE,AI suggestion only — manually verify and approve.
1540603,@AppleSupport That is correct. Corrupt or incompatible with my phone.,other_complaint,ESCALATE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
2004522,Help!!!! This is ridiculous @115858 https://t.co/VnHN2sqOC1,other_complaint,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
2321355,"@AppleSupport hello I️ need help, my AirPods r dead and idk what to do",other_complaint,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
2698049,"My IPhone is lagging n freezing sometimes, can someone help?
@2531 @AppleSupport",other_complaint,ESCALATE,Needs Human Review,,,pending,hardware_device_issue,ESCALATE,AI suggestion only — manually verify and approve.
1073200,@115858 Please FIX battery for phones! Even on iOS 11.0.3 battery is horrible.,software_update_issue,AUTO_HANDLE,Needs Human Review,,,pending,battery_issue,AUTO_HANDLE,AI suggestion only — manually verify and approve.
1852573,@AppleSupport I was using Settings but now I'm trying the iTunes approach.,keyboard_autocorrect_bug,ESCALATE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
291408,@185384 @15549 looks like you’re not the only one! @AppleSupport I got problems with volume and screen freezing too!,keyboard_autocorrect_bug,AUTO_HANDLE,Needs Human Review,,,pending,hardware_device_issue,ESCALATE,AI suggestion only — manually verify and approve.
704560,So now my phone doesn’t have any contacts saved... wtf @115858,other_complaint,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
127143,@AppleSupport my uncle upgraded to the iPhone X but is having tons of problems transferring over his photos from his iPhone 6. He bought extra iCloud storage but only 200 of 1700 photos transferred. He has plenty of iCloud storage,apple_id_icloud_issue,AUTO_HANDLE,Needs Human Review,,,pending,apple_id_icloud_issue,ESCALATE,AI suggestion only — manually verify and approve.
2686608,@AppleSupport 11.1.1,context_provided,AUTO_HANDLE,Needs Human Review,,,pending,software_update_issue,AUTO_HANDLE,AI suggestion only — manually verify and approve.
2205946,@AppleSupport It’s 5pm and my phone is at 30% - on low power mode - and I have barely used it being I’ve been on a computer all day. I would like to know when you’re going to fix this. The phone is not even 2 months old,keyboard_autocorrect_bug,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
1471787,These updates ruined my phone @AppleSupport,software_update_issue,AUTO_HANDLE,Needs Human Review,,,pending,software_update_issue,AUTO_HANDLE,AI suggestion only — manually verify and approve.
481815,@AppleSupport been trying FOR AN HOUR to get a free game but it keeps saying verification needed. Then payment keeps failing. Wtf.,other_complaint,ESCALATE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
1946912,"@AppleSupport iOS 11.0.3 caused my i7 Plus to freeze, apps to crash, many more bugs. Even worse than iOS 11 when launched. Seriously @115858?",software_update_issue,AUTO_HANDLE,Needs Human Review,,,pending,software_update_issue,AUTO_HANDLE,AI suggestion only — manually verify and approve.
2381306,@AppleSupport Australia,context_provided,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
2333323,"Dear @115858 The ios 11 has a failure in the keyboard, ussually when I enter to wpp and some of the apps, they dissapear from time to time...",software_update_issue,AUTO_HANDLE,Needs Human Review,,,pending,keyboard_autocorrect_bug,AUTO_HANDLE,AI suggestion only — manually verify and approve.
1857262,@AppleSupport my iPhone battery does quicker than ever after the 11.0.3 update. #whatgives,software_update_issue,AUTO_HANDLE,Needs Human Review,,,pending,battery_issue,AUTO_HANDLE,AI suggestion only — manually verify and approve.
429557,@AppleSupport just updated to ios11.0.2 and now cannot make calls and calls I receive get disconnected!,software_update_issue,AUTO_HANDLE,Needs Human Review,,,pending,software_update_issue,AUTO_HANDLE,AI suggestion only — manually verify and approve.
598127,@115858 why in THE FUCK does my phone keep changing it to I.t ????? https://t.co/0454vtSFBv,keyboard_autocorrect_bug,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
333613,@AppleSupport Why does the new IOS operating system YOU suggested I should install .... drain my damn better MUCH faster then before?,battery_issue,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
850389,"WHY IS MY IMOVIE SO LAGGY.

PLS SEND HELP.

I HAVE VIDEOS TO MAKE.

@115858 @AppleSupport @18941",other_complaint,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
2029718,HEY @AppleSupport WHY CAN I️ USE THE LETTER I️?!?!?!?! WHY DOES THIS WEIRD SYMBOL POP UP 😡,other_complaint,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
1656103,Okay @AppleSupport I updated my phone so wHY am I still seeing a question mark in the place of the letter “I”,software_update_issue,AUTO_HANDLE,Needs Human Review,,,pending,keyboard_autocorrect_bug,AUTO_HANDLE,AI suggestion only — manually verify and approve.
430786,@AppleSupport will phones Apple X have FaceTime in Saudi Arabia and Dubai,other_complaint,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
1588847,"@AppleSupport why is this character appearing whenever I️ type or see an “I️”? Yes, my phone and computer are updated. https://t.co/YN2Hv4Nh8c",software_update_issue,AUTO_HANDLE,Needs Human Review,,,pending,software_update_issue,AUTO_HANDLE,AI suggestion only — manually verify and approve.
2111321,"@AppleSupport getting badge notifications about my own comments in Shared Albums is idiotic! What ARE you guys doing over there, trying to make me regret updating to iOS 11?! And, App store looks like it was designed by a 5-yr old.",software_update_issue,AUTO_HANDLE,Needs Human Review,,,pending,software_update_issue,AUTO_HANDLE,AI suggestion only — manually verify and approve.
2583213,@AppleSupport Thank you!,context_provided,AUTO_HANDLE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
1099658,@AppleSupport I’ve not tried calls as it’s not got Bluetooth. I’ve connected the phone via the USB. It’s a 2016 i10.,other_complaint,ESCALATE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
1748776,@AppleSupport Yeah even when I’m on the WiFi it still takes ages to load up and some times I need to switch the phone off and on again,keyboard_autocorrect_bug,AUTO_HANDLE,Needs Human Review,,,pending,connectivity_issue,ESCALATE,AI suggestion only — manually verify and approve.
1344579,Is it just me but when @115858 bring out a new iPhone or new update my phone starts playing up? #Freezing #LowBattery #Slow.,software_update_issue,AUTO_HANDLE,Needs Human Review,,,pending,battery_issue,AUTO_HANDLE,AI suggestion only — manually verify and approve.
2010684,Have to avoid certain words because iPhone got some weird question mark in a box thing going on. What’s up @AppleSupport? You got this?,other_complaint,AUTO_HANDLE,Needs Human Review,,,pending,keyboard_autocorrect_bug,AUTO_HANDLE,AI suggestion only — manually verify and approve.
523023,@AppleSupport hey I’m having problems with my iPhone X. It’s stuck on “setting up your Apple ID” and I cannot restart it. Please help!,keyboard_autocorrect_bug,ESCALATE,Needs Human Review,,,pending,apple_id_icloud_issue,ESCALATE,AI suggestion only — manually verify and approve.
2397978,Can this like get fixed already @115858,other_complaint,ESCALATE,Needs Human Review,,,pending,other_complaint,ESCALATE,AI suggestion only — manually verify and approve.
2255434,@AppleSupport any Idea why my #iphone has been transforming my “l “ into a «  ? » and changing characters especially after most recent update ?!🤔,software_update_issue,AUTO_HANDLE,Needs Human Review,,,pending,software_update_issue,AUTO_HANDLE,AI suggestion only — manually verify and approve.
704477,"@AppleSupport 
@118936 
Can you tell me how to put an application in wish list in #ios11 
It is not there...!?",other_complaint,AUTO_HANDLE,Needs Human Review,,,pending,software_update_issue,AUTO_HANDLE,AI suggestion only — manually verify and approve.
1892366,"@AppleSupport After #ios1103 the battery drain is real. 5 minutes on Safari, Photos, or simply any app is like 10% of it. #applesupport",battery_issue,ESCALATE,Needs Human Review,,,pending,battery_issue,AUTO_HANDLE,AI suggestion only — manually verify and approve.
